Model,MAE,MSE,RMSE,MAPE,R-Squared (R2),Adjusted R-Squared,RSE,Train R2,Test R2,R2 Difference,Train RMSE,Test RMSE
Decision Tree Tuned,2.25213933559343,16.918840823626624,4.113251855117387,2.177837532099757,0.9984156279620073,0.9984103059857663,4.120409787936638,0.9964394807010352,0.9984156279620073,0.001976147260972172,13.679996482947368,4.113251855117387
Random Forest Tuned,2.2005213413328724,16.664354943318347,4.082199767688782,2.2117412338901703,0.9984394594004037,0.9984342174750256,4.089303663273374,0.9981415178532935,0.9984394594004037,0.00029794154711015874,9.883448654439295,4.082199767688782
