Model,MAE,MSE,RMSE,MAPE,R-Squared (R2),Adjusted R-Squared,RSE,Train R2,Test R2,R2 Difference,Train RMSE,Test RMSE
KNN Tuned,2.8633369422361454,28.122324146710316,5.303048571030659,3.368051266054835,0.9973664730056925,0.9973576268712254,5.312277003119358,1.0,0.9973664730056925,0.0026335269943075224,0.0,5.303048571030659
SVR Tuned,4.882351851352442,32.757032353277175,5.72337595770863,12.23447951479483,0.9969324537863329,0.9969221497619775,5.7333358488234,0.9933638177303176,0.9969324537863329,0.0035686360560153174,18.676197873374683,5.72337595770863
